Gene	Category	SuperPathway	SubPathway
K01805	Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism
K08261	Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism
K17742	Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism
K19633	Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism
K00045	Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism
K00007	Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism
K00066	Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism
K19290	Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism
K19291	Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism
K01795	Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism
K01729	Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism
K01623	Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism
K11645	Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism
K01624	Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism
K01622	Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism
K16305	Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism
K16306	Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism
K01803	Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism
K00863	Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism
K03332	Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism
K22252	Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism
K15856	Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism
K00881	Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism
K01808	Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism
K17195	Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism
K02768	Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism
K02769	Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism
K02770	Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism
K11194	Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism
K11195	Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism
K11196	Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism
K02771	Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism
K02793	Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism
K02794	Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism
K02795	Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism
K02796	Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism
K02798	Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism
K02799	Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism
K02800	Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism
K02781	Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism
K02782	Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism
K02783	Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism
K02812	Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism
K02813	Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism
K02814	Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism
K02815	Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism
K01785	Metabolism	Carbohydrate metabolism	Galactose metabolism
K00849	Metabolism	Carbohydrate metabolism	Galactose metabolism
K00965	Metabolism	Carbohydrate metabolism	Galactose metabolism
K01784	Metabolism	Carbohydrate metabolism	Galactose metabolism
K17716	Metabolism	Carbohydrate metabolism	Galactose metabolism
K00963	Metabolism	Carbohydrate metabolism	Galactose metabolism
K01835	Metabolism	Carbohydrate metabolism	Galactose metabolism
K15778	Metabolism	Carbohydrate metabolism	Galactose metabolism
K15779	Metabolism	Carbohydrate metabolism	Galactose metabolism
K00844	Metabolism	Carbohydrate metabolism	Galactose metabolism
K12407	Metabolism	Carbohydrate metabolism	Galactose metabolism
K00845	Metabolism	Carbohydrate metabolism	Galactose metabolism
K01084	Metabolism	Carbohydrate metabolism	Galactose metabolism
K01190	Metabolism	Carbohydrate metabolism	Galactose metabolism
K12111	Metabolism	Carbohydrate metabolism	Galactose metabolism
K12112	Metabolism	Carbohydrate metabolism	Galactose metabolism
K12308	Metabolism	Carbohydrate metabolism	Galactose metabolism
K12309	Metabolism	Carbohydrate metabolism	Galactose metabolism
K01229	Metabolism	Carbohydrate metabolism	Galactose metabolism
K00704	Metabolism	Carbohydrate metabolism	Galactose metabolism
K07966	Metabolism	Carbohydrate metabolism	Galactose metabolism
K07967	Metabolism	Carbohydrate metabolism	Galactose metabolism
K12447	Metabolism	Carbohydrate metabolism	Galactose metabolism
K01854	Metabolism	Carbohydrate metabolism	Galactose metabolism
K18819	Metabolism	Carbohydrate metabolism	Galactose metabolism
K06617	Metabolism	Carbohydrate metabolism	Galactose metabolism
K01189	Metabolism	Carbohydrate metabolism	Galactose metabolism
K07406	Metabolism	Carbohydrate metabolism	Galactose metabolism
K07407	Metabolism	Carbohydrate metabolism	Galactose metabolism
K00011	Metabolism	Carbohydrate metabolism	Galactose metabolism
K02773	Metabolism	Carbohydrate metabolism	Galactose metabolism
K02774	Metabolism	Carbohydrate metabolism	Galactose metabolism
K02775	Metabolism	Carbohydrate metabolism	Galactose metabolism
K00094	Metabolism	Carbohydrate metabolism	Galactose metabolism
K21620	Metabolism	Carbohydrate metabolism	Galactose metabolism
K21621	Metabolism	Carbohydrate metabolism	Galactose metabolism
K21622	Metabolism	Carbohydrate metabolism	Galactose metabolism
K00917	Metabolism	Carbohydrate metabolism	Galactose metabolism
K00850	Metabolism	Carbohydrate metabolism	Galactose metabolism
K16370	Metabolism	Carbohydrate metabolism	Galactose metabolism
K21071	Metabolism	Carbohydrate metabolism	Galactose metabolism
K01635	Metabolism	Carbohydrate metabolism	Galactose metabolism
K08302	Metabolism	Carbohydrate metabolism	Galactose metabolism
K16371	Metabolism	Carbohydrate metabolism	Galactose metabolism
K00035	Metabolism	Carbohydrate metabolism	Galactose metabolism
K22215	Metabolism	Carbohydrate metabolism	Galactose metabolism
K18124	Metabolism	Carbohydrate metabolism	Galactose metabolism
K18125	Metabolism	Carbohydrate metabolism	Galactose metabolism
K04618	Metabolism	Carbohydrate metabolism	Galactose metabolism
K01684	Metabolism	Carbohydrate metabolism	Galactose metabolism
K05308	Metabolism	Carbohydrate metabolism	Galactose metabolism
K11395	Metabolism	Carbohydrate metabolism	Galactose metabolism
K18127	Metabolism	Carbohydrate metabolism	Galactose metabolism
K00883	Metabolism	Carbohydrate metabolism	Galactose metabolism
K18126	Metabolism	Carbohydrate metabolism	Galactose metabolism
K01631	Metabolism	Carbohydrate metabolism	Galactose metabolism
K01819	Metabolism	Carbohydrate metabolism	Galactose metabolism
K01220	Metabolism	Carbohydrate metabolism	Galactose metabolism
K02786	Metabolism	Carbohydrate metabolism	Galactose metabolism
K02787	Metabolism	Carbohydrate metabolism	Galactose metabolism
K02788	Metabolism	Carbohydrate metabolism	Galactose metabolism
K01193	Metabolism	Carbohydrate metabolism	Galactose metabolism
K06611	Metabolism	Carbohydrate metabolism	Galactose metabolism
K12047	Metabolism	Carbohydrate metabolism	Galactose metabolism
K01187	Metabolism	Carbohydrate metabolism	Galactose metabolism
K12316	Metabolism	Carbohydrate metabolism	Galactose metabolism
K12317	Metabolism	Carbohydrate metabolism	Galactose metabolism
K01182	Metabolism	Carbohydrate metabolism	Galactose metabolism
K01203	Metabolism	Carbohydrate metabolism	Galactose metabolism
K02744	Metabolism	Carbohydrate metabolism	Galactose metabolism
K02745	Metabolism	Carbohydrate metabolism	Galactose metabolism
K02746	Metabolism	Carbohydrate metabolism	Galactose metabolism
K02747	Metabolism	Carbohydrate metabolism	Galactose metabolism
K02079	Metabolism	Carbohydrate metabolism	Galactose metabolism
K02080	Metabolism	Carbohydrate metabolism	Galactose metabolism
K10984	Metabolism	Carbohydrate metabolism	Galactose metabolism
K10985	Metabolism	Carbohydrate metabolism	Galactose metabolism
K10986	Metabolism	Carbohydrate metabolism	Galactose metabolism
K00012	Metabolism	Carbohydrate metabolism	Ascorbate and aldarate metabolism
K12447	Metabolism	Carbohydrate metabolism	Ascorbate and aldarate metabolism
K16190	Metabolism	Carbohydrate metabolism	Ascorbate and aldarate metabolism
K00699	Metabolism	Carbohydrate metabolism	Ascorbate and aldarate metabolism
K00469	Metabolism	Carbohydrate metabolism	Ascorbate and aldarate metabolism
K01053	Metabolism	Carbohydrate metabolism	Ascorbate and aldarate metabolism
K00103	Metabolism	Carbohydrate metabolism	Ascorbate and aldarate metabolism
K10046	Metabolism	Carbohydrate metabolism	Ascorbate and aldarate metabolism
K14190	Metabolism	Carbohydrate metabolism	Ascorbate and aldarate metabolism
K10047	Metabolism	Carbohydrate metabolism	Ascorbate and aldarate metabolism
K18649	Metabolism	Carbohydrate metabolism	Ascorbate and aldarate metabolism
K00064	Metabolism	Carbohydrate metabolism	Ascorbate and aldarate metabolism
K17744	Metabolism	Carbohydrate metabolism	Ascorbate and aldarate metabolism
K00225	Metabolism	Carbohydrate metabolism	Ascorbate and aldarate metabolism
K19642	Metabolism	Carbohydrate metabolism	Ascorbate and aldarate metabolism
K02821	Metabolism	Carbohydrate metabolism	Ascorbate and aldarate metabolism
K02822	Metabolism	Carbohydrate metabolism	Ascorbate and aldarate metabolism
K03475	Metabolism	Carbohydrate metabolism	Ascorbate and aldarate metabolism
K03476	Metabolism	Carbohydrate metabolism	Ascorbate and aldarate metabolism
K03078	Metabolism	Carbohydrate metabolism	Ascorbate and aldarate metabolism
K03079	Metabolism	Carbohydrate metabolism	Ascorbate and aldarate metabolism
K03077	Metabolism	Carbohydrate metabolism	Ascorbate and aldarate metabolism
K08232	Metabolism	Carbohydrate metabolism	Ascorbate and aldarate metabolism
K00434	Metabolism	Carbohydrate metabolism	Ascorbate and aldarate metabolism
K21888	Metabolism	Carbohydrate metabolism	Ascorbate and aldarate metabolism
K00423	Metabolism	Carbohydrate metabolism	Ascorbate and aldarate metabolism
K08092	Metabolism	Carbohydrate metabolism	Ascorbate and aldarate metabolism
K00880	Metabolism	Carbohydrate metabolism	Ascorbate and aldarate metabolism
K00128	Metabolism	Carbohydrate metabolism	Ascorbate and aldarate metabolism
K14085	Metabolism	Carbohydrate metabolism	Ascorbate and aldarate metabolism
K00149	Metabolism	Carbohydrate metabolism	Ascorbate and aldarate metabolism
K01706	Metabolism	Carbohydrate metabolism	Ascorbate and aldarate metabolism
K01630	Metabolism	Carbohydrate metabolism	Ascorbate and aldarate metabolism
K13873	Metabolism	Carbohydrate metabolism	Ascorbate and aldarate metabolism
K19660	Metabolism	Carbohydrate metabolism	Ascorbate and aldarate metabolism
K13874	Metabolism	Carbohydrate metabolism	Ascorbate and aldarate metabolism
K13875	Metabolism	Carbohydrate metabolism	Ascorbate and aldarate metabolism
K13876	Metabolism	Carbohydrate metabolism	Ascorbate and aldarate metabolism
K13877	Metabolism	Carbohydrate metabolism	Ascorbate and aldarate metabolism
K19588	Metabolism	Carbohydrate metabolism	Ascorbate and aldarate metabolism
K01707	Metabolism	Carbohydrate metabolism	Ascorbate and aldarate metabolism
K01708	Metabolism	Carbohydrate metabolism	Ascorbate and aldarate metabolism
K20023	Metabolism	Carbohydrate metabolism	Ascorbate and aldarate metabolism
K18981	Metabolism	Carbohydrate metabolism	Ascorbate and aldarate metabolism
K18982	Metabolism	Carbohydrate metabolism	Ascorbate and aldarate metabolism
K18983	Metabolism	Carbohydrate metabolism	Ascorbate and aldarate metabolism
K02808	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism
K02809	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism
K02810	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism
K01193	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism
K00696	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism
K07024	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism
K00695	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism
K12047	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism
K01187	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism
K12316	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism
K12317	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism
K01203	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism
K20811	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism
K00692	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism
K18775	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism
K01212	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism
K05341	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism
K00689	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism
K00690	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism
K00963	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism
K01513	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism
K00706	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism
K01199	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism
K19891	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism
K19892	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism
K19893	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism
K01210	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism
K01188	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism
K05349	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism
K05350	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism
K00694	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism
K01179	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism
K19357	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism
K01225	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism
K19668	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism
K00702	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism
K02759	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism
K02760	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism
K02761	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism
K01222	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism
K01223	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism
K00978	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism
K00975	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism
K18447	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism
K00703	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism
K13679	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism
K20812	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism
K00693	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism
K00750	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism
K16150	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism
K16153	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism
K00700	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism
K16149	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism
K00688	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism
K01196	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism
K02438	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism
K01200	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism
K01176	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism
K07405	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism
K05343	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism
K01177	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism
K05992	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism
K01208	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism
K01178	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism
K21574	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism
K01182	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism
K05988	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism
K00705	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism
K22451	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism
K16146	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism
K16147	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism
K16148	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism
K00691	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism
K01838	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism
K02777	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism
K02790	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism
K02791	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism
K20107	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism
